Upscale Garden Apartment in Beautiful Neighborhood.(pet ok),http://sfbay.craigslist.org//scz/apa/5216069150.html,$1950,
"BEAUTIFUL GARDEN APARTMENT, NEAR STANFORD & SHOPPING",http://sfbay.craigslist.org//pen/apa/5218000743.html,$2300,
Piedmont Rental - Rare & Beautiful Garden Apartment Available Oct 1st,http://sfbay.craigslist.org//eby/apa/5201279790.html,$3050,
Peaceful 1 bedroom garden apartment atop Potrero Hill,http://sfbay.craigslist.org//sfc/apa/5209789132.html,$3600,
Duboce Tri - Garden Apartment | 1 bed | 1 bath | Furnished | $4.2K | ReLISTO,http://sfbay.craigslist.org//sfc/apa/5215672796.html,$4195,
1bd. 1ba. garden setting apartment in Aptos,http://sfbay.craigslist.org//scz/apa/5214353075.html,$1395,
"Garden Apartment! 2 BR/2BA, Cats Welcome, Pool",http://sfbay.craigslist.org//sby/apa/5221239440.html,$2395,
ROOF GARDEN APARTMENT,http://sfbay.craigslist.org//nby/apa/5221158318.html,$1850,
Furnished beautifully 1 bdr. garden apartment,http://sfbay.craigslist.org//sfc/apa/5217881810.html,$2295,
Charming Garden Apartment,http://sfbay.craigslist.org//sfc/apa/5188753747.html,$2950,
2 bedroom garden apartment -,http://sfbay.craigslist.org//sfc/apa/5210194366.html,$2950,
Garden Apartment in Foothills,http://sfbay.craigslist.org//sby/apa/5217707946.html,$3250,
A Sunny Noe Valley Top Floor 1bd 1 bth Apartment with a Garden View,http://sfbay.craigslist.org//sfc/apa/5217708355.html,$3300,
Furnished nicely 1 bedr. apartment with garden,http://sfbay.craigslist.org//sfc/apa/5216285558.html,$2395,
"Quiet garden Apartment, Large Balcony",http://sfbay.craigslist.org//sby/apa/5222893517.html,$2890,
SPACIOUS ONE BEDROOM APARTMENT IN TRANQUIL GARDEN SETTING,http://sfbay.craigslist.org//sby/apa/5221775850.html,$2275,
"Quiet garden Apartment, Yard Google Facebook",http://sfbay.craigslist.org//sby/apa/5221237135.html,$1895,
SPACIOUS ONE BEDROOM APARTMENT IN TRANQUIL GARDEN SETTING,http://sfbay.craigslist.org//sby/apa/5219943182.html,$2275,
Garden Apartment Home! 3 Bedroom Available September 23rd!,http://sfbay.craigslist.org//pen/apa/5223374161.html,$4060,
SPACIOUS ONE BEDROOM APARTMENT IN TRANQUIL GARDEN SETTING,http://sfbay.craigslist.org//sby/apa/5215566426.html,$2275,
"MIDCENTURY MODERN GARDEN APARTMENT WITH BAY VIEWS, ADJACENT TO SHASTA",http://sfbay.craigslist.org//eby/apa/5222266989.html,$1800,
SPACIOUS ONE BEDROOM APARTMENT IN TRANQUIL GARDEN SETTING,http://sfbay.craigslist.org//sby/apa/5214369796.html,$2275,
"Large Garden Style 3BR Apartment, Great Neighborhood!",http://sfbay.craigslist.org//pen/apa/5212152112.html,$2795,
"LOVELY, SPACIOUS & SUNNY APARTMENT IN GARDEN SETTING!",http://sfbay.craigslist.org//sby/apa/5218961300.html,$2923,
North Berkley-Garden View Apartment,http://sfbay.craigslist.org//eby/apa/5218963519.html,$2250,
Charming 1 Bedroom Garden Apartment,http://sfbay.craigslist.org//eby/apa/5217910555.html,$1550,
"LOVELY, SPACIOUS & SUNNY APARTMENT IN GARDEN SETTING!",http://sfbay.craigslist.org//sby/apa/5217616214.html,$2923,
Vineyard Meadows - Remodeled Two-Bedroom Apartment in Great Community,http://sfbay.craigslist.org//nby/apa/5201774032.html,$1650,
2 Bedroom Spacious 817 SF Garden Setting,http://sfbay.craigslist.org//sby/apa/5223656610.html,$2095,
CALL TODAY - GARDEN LIKE SETTING,http://sfbay.craigslist.org//eby/apa/5223652019.html,$1825,
ID#1540: Pacific Heights Furnished 1BR/1BA Garden Apt w/Brick Patio,http://sfbay.craigslist.org//sfc/apa/5179337960.html,$4200,
NO CHARGE WATER GARBAGE SEWER/EXTRA LARGE APT/LOVELY GARDEN VIEW/GATED,http://sfbay.craigslist.org//eby/apa/5223570264.html,$1185,
2 Bedroom/1 Bath Apartment at border of Sunnyvale & Mountain View,http://sfbay.craigslist.org//sby/apa/5223441113.html,$2295,
Incredible two bedroom - one bathroom apartment * Newly renovated *,http://sfbay.craigslist.org//sfc/apa/5223407530.html,$3350,
The Perfect Apartment for Your Upcoming Move!,http://sfbay.craigslist.org//eby/apa/5223345144.html,$2184,
"TWO BEDROOM APARTMENT AVAILABLE SOON! 10/3 -1st level, Renovated",http://sfbay.craigslist.org//sby/apa/5223269687.html,$3040,
Beautifully Remodeled 2 Bd 1.5 Bth Apartment Home For Rent,http://sfbay.craigslist.org//eby/apa/5208741605.html,$2100,
BEAUTIFULLY REMODELED 2 Bd 1.5 Bth Apartment Home,http://sfbay.craigslist.org//eby/apa/5216592238.html,$2175,
1BR Apt with garden/cottage : DOWNTOWN!!,http://sfbay.craigslist.org//pen/apa/5223124648.html,$2650,
PET-FRIENDLY 1BR/1BA APARTMENT WITH MODERN FINISHINGS,http://sfbay.craigslist.org//sby/apa/5223110023.html,$2534,
"Top Floor, Corner Apartment Coming Available 10/10!",http://sfbay.craigslist.org//sby/apa/5223041869.html,$2330,
"- 2 bedroom, furnished apt., Garden",http://sfbay.craigslist.org//sfc/apa/5212722919.html,$3975,
1BR Apt with garden/cottage : DOWNTOWN!!,http://sfbay.craigslist.org//pen/apa/5214445500.html,$2650,
$3100 Private and Secure Large 2 Bedroom/ 2 Bathroom Apartment near P,http://sfbay.craigslist.org//eby/apa/5222435475.html,$3100,
Bright 1 bedroom/1 bath apartment for rent,http://sfbay.craigslist.org//sfc/apa/5222424598.html,$2500,
2 Bedroom Apartment For Rent,http://sfbay.craigslist.org//sfc/apa/5222357643.html,$3000,
Fantastic 1 Bedroom Apartment In the Redwoods (russian river),http://sfbay.craigslist.org//nby/apa/5222232080.html,$1200,
"Top Floor, Corner Apartment Coming Available Oct. 10th!",http://sfbay.craigslist.org//sby/apa/5222158123.html,$2325,
Score BIG at Willow Creek Apartment Homes,http://sfbay.craigslist.org//sby/apa/5222092631.html,$3231,
CALL TODAY - GARDEN LIKE SETTING,http://sfbay.craigslist.org//eby/apa/5222049672.html,$1825,
"GREAT LOCATION, GREAT APARTMENT",http://sfbay.craigslist.org//sby/apa/5217773198.html,$2100,
Nice apartment; great location,http://sfbay.craigslist.org//sfc/apa/5201825554.html,$3290,
Spectacular Telegraph Hill Apartment w/Panoramic Views,http://sfbay.craigslist.org//sfc/apa/5216270668.html,$4500,
Bright two bedroom apartment with elegant tile work ~ Call us today !,http://sfbay.craigslist.org//sfc/apa/5221756098.html,$3350,
Charming 1+ Bedroom Vintage Apartment,http://sfbay.craigslist.org//eby/apa/5214723508.html,$2300,
Exquisite 3BR/2BA Apartment Home in Vacaville!,http://sfbay.craigslist.org//eby/apa/5221711308.html,$2500,
Perfect Menlo Park Location - Spacious - Garden Setting,http://sfbay.craigslist.org//pen/apa/5221653597.html,$2650,
Beautiful apartment!!!!!!,http://sfbay.craigslist.org//sby/apa/5211049653.html,$2500,
WONDERFULLY LAYED OUT W/EYE CATCHING OUTDOOR VIEW TO POOL&GARDEN!,http://sfbay.craigslist.org//eby/apa/5221615020.html,$1945,
Beautiful One Bedroom Apartment with Private Balcony,http://sfbay.craigslist.org//pen/apa/5221598072.html,$2450,
Beautifully Remodeled 1BR Apartment in Burlingame!,http://sfbay.craigslist.org//pen/apa/5195608989.html,$2295,
Sunny Garden View Quiet In-Law,http://sfbay.craigslist.org//sfc/apa/5196909487.html,$2500,
RESERVE NOW! A 2 Bedroom 2 Bath Apartment close to Shopping and Parks,http://sfbay.craigslist.org//sby/apa/5221402496.html,$2339,
Top Floor-Skylight-Large Private Balcoy w/Garden Views!,http://sfbay.craigslist.org//pen/apa/5216912046.html,$2425,
TOP FLOOR-SKYLIGHT-GARDEN VIEWS-PRIVATE BALCONY!,http://sfbay.craigslist.org//pen/apa/5216920077.html,$2425,
Charming private 1bd1ba apartment in Los Altos Hills,http://sfbay.craigslist.org//pen/apa/5221410221.html,$2200,
"Cozy Studio Apartment Available, Lower Pacific Heights",http://sfbay.craigslist.org//sfc/apa/5221366750.html,$3039,
one bedroom corner apartment,http://sfbay.craigslist.org//eby/apa/5181469572.html,$2095,
$2150 / 1 Bd/**Very Large Garden Apartment**,http://sfbay.craigslist.org//sby/apa/5194839976.html,$2150,
"Spacious Newly Remodeled Apartment. Gated Complex, Extra Storage!",http://sfbay.craigslist.org//sby/apa/5217617083.html,$1680,
TOUR AND RESERVE YOUR 1X1 APARTMENT FOR OCTOBER NOW BEFORE IT'S GONE!!,http://sfbay.craigslist.org//sby/apa/5221221680.html,$1950,
Excellent 1BR/1BA Apartment in Walnut Creek!,http://sfbay.craigslist.org//eby/apa/5221181639.html,$2029,
"Bright, clean and updated 1 bedroom apartment NEAR Bart",http://sfbay.craigslist.org//eby/apa/5217562814.html,$1225,
Beautifully Remodeled 2 Bd 1.5 Bth Apartment Home For Rent,http://sfbay.craigslist.org//eby/apa/5202444097.html,$2100,
BEAUTIFULLY REMODELED 2 Bd 1.5 Bth Apartment Home,http://sfbay.craigslist.org//eby/apa/5213324338.html,$2175,
Furnished 1-bedroom apartment,http://sfbay.craigslist.org//sfc/apa/5220694324.html,$1450,
1 Bedroom Apartment for Rent,http://sfbay.craigslist.org//sfc/apa/5220636168.html,$2400,
Beautiful 2 Bedroom apartment in Fremont !!,http://sfbay.craigslist.org//eby/apa/5220338185.html,$2595,
Great Views! Enjoy This 1BR/1BA Apt in a Gorgeous Garden Community!,http://sfbay.craigslist.org//sby/apa/5220205349.html,$2510,
"Garden Apartment, Corbett at Hopkins ,2br. in a 4 unit bldg.",http://sfbay.craigslist.org//sfc/apa/5201666657.html,$3295,
"Balcony apartment on Piedmont Border, OPEN HOUSE TUES 5:30P",http://sfbay.craigslist.org//eby/apa/5220171936.html,$2095,
Classic Pavia Apartment with No Balcony Available 9/15/15,http://sfbay.craigslist.org//sby/apa/5219890055.html,$2335,
Beautiful 1 Bedroom apartment in Fremont !,http://sfbay.craigslist.org//eby/apa/5219887512.html,$1995,
Brand New Luxury Apartment with 24 Hour Gym,http://sfbay.craigslist.org//nby/apa/5219826897.html,$1760,
Old Mill One Bedroom Apartment,http://sfbay.craigslist.org//nby/apa/5219732923.html,$2350,
furnished apartment available Oct 1st,http://sfbay.craigslist.org//sfc/apa/5219609543.html,$3800,
1 BD/1 BA Apartment In Beautiful Community! Ready To Move In Oct!,http://sfbay.craigslist.org//sby/apa/5218806218.html,$2195,
CALL TODAY - GARDEN LIKE SETTING,http://sfbay.craigslist.org//eby/apa/5218828047.html,$1825,
"2 bedroom apartment cozy, warm and bright with plenty of natural light",http://sfbay.craigslist.org//sfc/apa/5218712655.html,$4400,
Going Fast! Great Location-Best apartment in Morgan Hill!,http://sfbay.craigslist.org//sby/apa/5218783744.html,$2209,
Sunny Clean Seabright Apartment,http://sfbay.craigslist.org//scz/apa/5212825064.html,$2050,
2 Bedroom Garden Apt in Safe and Quiet North & East Neighborhood,http://sfbay.craigslist.org//eby/apa/5218590189.html,$1490,
One bedroom apartment with in home washer/dryer -- available NOW!,http://sfbay.craigslist.org//sby/apa/5218553146.html,$2895,
Light-filled 2 bd/2 ba apartment near amenities and transport,http://sfbay.craigslist.org//sfc/apa/5211337522.html,$2950,
Beautifully Remodeled 2 Bd 1.5 Bth Apartment Home For Rent,http://sfbay.craigslist.org//eby/apa/5210107467.html,$2100,
BEAUTIFULLY REMODELED 2 Bd 1.5 Bth Apartment Home,http://sfbay.craigslist.org//eby/apa/5214976568.html,$2175,
Beautiful 1 Bedroom apartment home overlooking courtyard & pool views!,http://sfbay.craigslist.org//eby/apa/5217661445.html,$1995,
2 Bedroom Apartment Available Now!,http://sfbay.craigslist.org//pen/apa/5217570313.html,$2769,
QUIET AND GATED APARTMENT HOME WITH SWIMMING POOL! AVAILABLE NOW!,http://sfbay.craigslist.org//eby/apa/5217552991.html,$1945,
"1br, Office/Den, 1 ba Napa RIVERFRONT lower unit duplex apartment",http://sfbay.craigslist.org//nby/apa/5217494482.html,$1500,
